Taxon - Genus,Taxon - Species,CatNum,Locality Name,Field Coll Latitude from,Field Coll Longitude from,Field Coll Altitude from,Field Coll Date,Sex,Field Coll Habitat,Field Coll Specimen Category
Rattus,leucopus,JM1245,"Lankelly Ck, via Coen",13° 53' South,143° 16' East,,18-Sep-75,Male,,Spirit
Rattus,leucopus,JM1248,"Lankelly Ck, via Coen",13° 53' South,143° 16' East,,18-Sep-75,Male,,Spirit
Rattus,leucopus,JM1650,Kirrama,18° 9' South,145° 37' East,,21-Jan-71,Female,,Spirit
Rattus,leucopus,JM1768,"Gap Ck, 22km SE Helenvale",15° 49' South,145° 19' East,80m,22-Jul-76,Male,,"Spirit, Skull"
Rattus,leucopus,JM1769,"Gap Ck, 22km SE Helenvale",15° 49' South,145° 19' East,80m,22-Jul-76,Female,,"Spirit, Skull"
Rattus,leucopus,JM1770,"Gap Ck, 22km SE Helenvale",15° 49' South,145° 19' East,80m,22-Jul-76,Female,,Spirit
Rattus,leucopus,JM1786,Leo Creek Rd,13° 33' South,143° 23' East,,26-Jul-76,Male,,Spirit
Rattus,leucopus,JM1787,Leo Creek Rd,13° 33' South,143° 23' East,,27-Jul-76,Female,,Spirit
Rattus,leucopus,JM1788,Leo Creek Rd,13° 33' South,143° 23' East,,27-Jul-76,Female,,Spirit
Rattus,leucopus,JM1789,Leo Creek Rd,13° 33' South,143° 23' East,,27-Jul-76,Male,,Spirit
Rattus,leucopus,JM1790,Leo Creek Rd,13° 33' South,143° 23' East,,26-Jul-76,Male,,Spirit
Rattus,leucopus,JM1791,Leo Creek Rd,13° 33' South,143° 23' East,,26-Jul-76,Male,,Spirit
Rattus,leucopus,JM1792,Leo Creek Rd,13° 33' South,143° 23' East,,27-Jul-76,Female,,Spirit
Rattus,leucopus,JM2115,"Portland Roads, 20km SW, Iron Range",12° 43' South,143° 17' East,,,Male,,"Spirit, Skull"
Rattus,leucopus,JM2116,"Portland Roads, 19km SW, Iron Range",12° 43' South,143° 17' East,,1-Nov-74,Male,,Spirit
Rattus,leucopus,JM2127,"Portland Roads, 20km SW, Iron Range",12° 43' South,143° 17' East,,,Female,,"Spirit, Skull"
Rattus,leucopus,JM2340,"Cooktown, 32km S",15° 45' South,145° 15' East,,17-Nov-74,Male,,"Spirit, Skull"
Rattus,leucopus,JM2341,"Portland Roads, 20km SW",12° 43' South,143° 17' East,,1-Nov-74,Male,,Spirit
Rattus,leucopus,JM2343,"Cooktown, 32km S",15° 45' South,145° 15' East,,9-Nov-74,Female,,"Spirit, Skull"
Rattus,leucopus,JM2385,"West Claudie R, Iron Ra",12° 44' South,143° 19' East,,9-Aug-78,Male,,Spirit
Rattus,leucopus,JM2386,"West Claudie R, Iron Ra",12° 44' South,143° 19' East,,9-Aug-78,Female,,Spirit
Rattus,leucopus,JM2387,"East Claudie R, 1km E, Iron Ra",12° 46' South,143° 18' East,,9-Aug-78,Male,,Spirit
Rattus,leucopus,JM2388,"East Claudie R, 1km E, Iron Ra",12° 46' South,143° 18' East,,9-Aug-78,Male,,Spirit
Rattus,leucopus,JM2408,"Gordon Ck Scrub, Iron Ra",12° 43' South,143° 18' East,,15-Aug-78,Female,,Spirit
Rattus,leucopus,JM2409,"Gordon Ck Scrub, Iron Ra",12° 43' South,143° 18' East,,15-Aug-78,Female,,Spirit
Rattus,leucopus,JM2416,"Steenes Shack, 20km N Coen","13° 33' 13"" South","143° 9' 24"" East",180m,17-Aug-78,Female,,Spirit
Rattus,leucopus,JM2422,"Attack Ck, 45km N Coen","13° 31' 37"" South","143° 13' 40"" East",130m,18-Aug-78,Male,,Spirit
Rattus,leucopus,JM2425,"Buthen Buthen, 25km E Steenes Shack","13° 21' 14"" South","143° 27' 41"" East",60m,20-Aug-78,Female,,Spirit
Rattus,leucopus,JM2426,"Buthen Buthen, 25km E Steenes Shack","13° 21' 14"" South","143° 27' 41"" East",60m,20-Aug-78,Female,,Spirit
Rattus,leucopus,JM2451,Buthen Buthen,"13° 21' 14"" South","143° 27' 41"" East",,20-Aug-78,Male,,Spirit
Rattus,leucopus,JM2460,Buthen Buthen,"13° 21' 14"" South","143° 27' 41"" East",60m,22-Aug-78,Male,,Spirit
Rattus,leucopus,JM2461,Buthen Buthen,"13° 21' 14"" South","143° 27' 41"" East",60m,22-Aug-78,Male,,Spirit
Rattus,leucopus,JM2464,Buthen Buthen,"13° 21' 14"" South","143° 27' 41"" East",60m,22-Aug-78,Female,,Spirit
Rattus,leucopus,JM2465,Buthen Buthen,"13° 21' 14"" South","143° 27' 41"" East",60m,23-Aug-78,Male,,Spirit
Rattus,leucopus,JM2466,Buthen Buthen,"13° 21' 14"" South","143° 27' 41"" East",60m,23-Aug-78,Male,,Spirit
Rattus,leucopus,JM2467,Buthen Buthen,"13° 21' 14"" South","143° 27' 41"" East",60m,23-Aug-78,Female,,Spirit
Rattus,leucopus,JM2476,"Buthen Buthen, ca.5km WSW, Hill Camp","13° 22' 27"" South","143° 25' 35"" East",80m,24-Aug-78,Female,,Spirit
Rattus,leucopus,JM2477,"Buthen Buthen, ca.5km WSW, Hill Camp","13° 22' 27"" South","143° 25' 35"" East",80m,24-Aug-78,Male,,Spirit
Rattus,leucopus,JM2741,Home Rule,15° 45' South,145° 17' East,,20-Jun-76,Male,,Spirit
Rattus,leucopus,JM2742,Home Rule,15° 45' South,145° 17' East,,19-Jun-76,Male,,Spirit
Rattus,leucopus,JM2744,Rocky R,13° 47' South,143° 28' East,,10-Jun-76,Female,,Spirit
Rattus,leucopus,JM2745,Rocky R,13° 47' South,143° 28' East,,9-Jun-76,Female,,Spirit
Rattus,leucopus,JM2747,Iron Ra,12° 44' South,143° 16' East,,,Male,,Spirit
Rattus,leucopus,JM2887,"Iron Ra, 8km NNW",12° 44' South,143° 15' East,,23-Aug-72,Female,,Spirit
Rattus,leucopus,JM4033,"Batavia Landing, 24km S Cullen Pt","12° 10' 50"" South","141° 53' 40"" East",0m,14-Sep-80,,,"Spirit, Skull"
Rattus,leucopus,JM4034,"Batavia Landing, 24km S Cullen Pt","12° 10' 50"" South","141° 53' 40"" East",0m,14-Sep-80,,,"Spirit, Skull"
Rattus,leucopus,JM4035,"Batavia Landing, 24km S Cullen Pt","12° 10' 50"" South","141° 53' 40"" East",0m,14-Sep-80,,,"Spirit, Skull"
Rattus,leucopus,JM7157,Iron Ra,12° 44' South,143° 17' East,,23-Oct-74,,,Spirit
Rattus,leucopus,JM7158,Atherton,17° 16' South,145° 28' East,,4-Sep-74,,,Spirit
Rattus,leucopus,JM7159,Iron Ra,12° 44' South,143° 17' East,,23-Oct-74,,,Spirit
Rattus,leucopus,JM7160,Iron Ra,12° 44' South,143° 17' East,,23-Oct-74,,,Spirit
Rattus,leucopus,JM7244,Iron Ra,12° 44' South,143° 17' East,,23-Oct-74,,,Spirit
Rattus,leucopus,JM7245,Iron Ra,12° 44' South,143° 17' East,,23-Oct-74,,,Spirit
Rattus,leucopus,JM7246,Iron Ra,12° 44' South,143° 17' East,,23-Oct-74,,,Spirit
Rattus,leucopus,JM7247,Iron Ra,12° 44' South,143° 17' East,,23-Oct-74,,,Spirit
Rattus,leucopus,JM7248,Iron Ra,12° 44' South,143° 17' East,,23-Oct-74,,,Spirit
Rattus,leucopus,JM7249,Iron Ra,12° 44' South,143° 17' East,,23-Oct-74,,,"Spirit, Skull"
Rattus,leucopus,JM7271,Iron Ra,12° 44' South,143° 17' East,,23-Oct-74,,,Spirit
Rattus,leucopus,JM10212,Mt Lewis,16° 35' South,145° 17' East,,3-Jul-90,,,Skull
Rattus,leucopus,JM10219,Mt Lewis,16° 35' South,145° 17' East,,3-Dec-89,,,Skull
Rattus,leucopus,JM10222,Mt Lewis,16° 35' South,145° 17' East,,17-Oct-90,,,Skull
Rattus,leucopus,JM10295,Atherton,17° 16' South,145° 28' East,,01 Jan 1990-31 Dec 1990,,,Skull
Rattus,leucopus,JM10492,"Messum Hill, 17 km WNW Heathlenads-Capt. Billy Rd","11° 41' 10"" South","142° 42' 2"" East",130m,26-Mar-93,,,Spirit
Rattus,leucopus,JM10502,"Wenlock R, 7.7km SW Stone Crossing","12° 25' 29"" South","142° 6' 44"" East",30m,14-Sep-93,,,Spirit
Rattus,leucopus,JM10679,"Davidson Rd, Euramo",18° South,145° 56' East,,Dec-94,,,"Spirit, Skull"
Rattus,leucopus,JM11281,"Rocky Scrub, Leo Creek Rd, 28 km NE Coen","13° 44' 17"" South","143° 20' 22"" East",520m,16-May-78,,,Spirit
Rattus,leucopus,JM11687,"Massy Ck, 5 km W mouth, Silver Plains-Coast Rd","13° 54' 53"" South","143° 33' 38"" East",5m,14-Aug-77,,,"Spirit, Skull"
Rattus,leucopus,JM11688,"Massy Ck, 5 km W mouth, Silver Plains-Coast Rd","13° 54' 53"" South","143° 33' 38"" East",5m,14-Aug-77,,,"Spirit, Skull"
Rattus,leucopus,JM11689,"Rocky R, 8 km SW mouth, Silver Plains-Nesbit Rd","13° 48' 26"" South","143° 28' 14"" East",20m,15-Aug-77,,,"Spirit, Skull"
Rattus,leucopus,JM11690,"Rocky R, 8 km SW mouth, Silver Plains-Nesbit Rd","13° 48' 26"" South","143° 28' 14"" East",20m,15-Aug-77,,,"Spirit, Skull"
Rattus,leucopus,JM11691,"Rocky R, 8 km SW mouth, Silver Plains-Nesbit Rd","13° 48' 26"" South","143° 28' 14"" East",20m,15-Aug-77,,,"Spirit, Skull"
Rattus,leucopus,JM11692,"Rocky R, 8 km SW mouth, Silver Plains-Nesbit Rd","13° 48' 26"" South","143° 28' 14"" East",20m,15-Aug-77,,,"Spirit, Skull"
Rattus,leucopus,JM11693,"Chester River, 9 km NW mouth","13° 40' 55"" South","143° 27' 40"" East",20m,17-Aug-77,,,"Spirit, Skull"
Rattus,leucopus,JM11694,"Chester River, 9 km NW mouth","13° 40' 55"" South","143° 27' 40"" East",20m,17-Aug-77,,,"Spirit, Skull"
Rattus,leucopus,JM11695,"Chester River, 9 km NW mouth","13° 40' 55"" South","143° 27' 40"" East",20m,18-Aug-77,,,"Spirit, Skull"
Rattus,leucopus,JM11696,"Chester River, 9 km NW mouth","13° 40' 55"" South","143° 27' 40"" East",20m,18-Aug-77,,,"Spirit, Skull"
Rattus,leucopus,JM11697,"Lankelly Ck, 10km NE Coen","13° 53' 10"" South","143° 16' 22"" East",,21-Aug-77,,,"Spirit, Skull"
Rattus,leucopus,JM11698,"Rocky Scrub, Leo Creek Rd, 28 km NE Coen","13° 44' 17"" South","143° 20' 22"" East",520m,25-Aug-77,,,"Spirit, Skull"
Rattus,leucopus,JM11699,"Rocky Scrub, Leo Creek Rd, 28 km NE Coen","13° 44' 17"" South","143° 20' 22"" East",520m,25-Aug-77,,,"Spirit, Skull"
Rattus,leucopus,JM11700,"Rocky Scrub, Leo Creek Rd, 28 km NE Coen","13° 44' 17"" South","143° 20' 22"" East",520m,25-Aug-77,,,"Spirit, Skull"
Rattus,leucopus,JM11701,McIlwraith Ra,,,,,,,"Spirit, Skull"
Rattus,leucopus,JM11702,"Massy Ck, 5 km W mouth, Silver-Plains-Coast Rd","13° 54' 53"" South","143° 33' 38"" East",5m,10-May-78,,,"Spirit, Skull"
Rattus,leucopus,JM11703,"Massy Ck, 5 km W mouth, Silver-Plains-Coast Rd","13° 54' 53"" South","143° 33' 38"" East",5m,10-May-78,,,"Spirit, Skull"
Rattus,leucopus,JM11704,McIlwraith Ra,,,,,,,"Spirit, Skull"
Rattus,leucopus,JM11705,"Rocky Scrub, Leo Creek Rd, 28 km NE Coen","13° 44' 17"" South","143° 20' 22"" East",520m,16-May-78,,,"Spirit, Skull"
Rattus,leucopus,JM11706,"Rocky Scrub, Leo Creek Rd, 28 km NE Coen","13° 44' 17"" South","143° 20' 22"" East",520m,15-Jun-78,,,"Spirit, Skull"
Rattus,leucopus,JM11707,"Weather Stn, Leo Ck Rd, 19km ENE Mt Croll","13° 42' 41"" South","143° 18' 38"" East",370m,21-May-78,,,"Spirit, Skull"
Rattus,leucopus,JM11708,"Massy Ck, 5 km W mouth, Silver Plains-Coast Rd","13° 54' 53"" South","143° 33' 38"" East",5m,14-Aug-77,,,"Spirit, Skull"
Rattus,leucopus,JM11766,Lake Eacham,"17° 17' 15"" South","145° 37' 48"" East",770m,15-May-76,,", Rainforest/Terrestrial","Skull, Spirit"
Rattus,leucopus,JM11768,"Cochable Ck Plateau, 2.2km NNE Elizabeth Grant Falls","17° 42' 50.76"" South","145° 36' 32.48"" East",380m,12-Jul-78,Male,,"Skull, Spirit"
Rattus,leucopus,JM12496,"Tully, Loc 3, The Palms, Land Command Battle Sch","17° 50' 17"" South","145° 47' 14"" East",,21-May-98,Male,,Skull
Rattus,leucopus,JM12497,"Tully, Loc 3, The Palms, Land Command Battle Sch","17° 50' 17"" South","145° 47' 14"" East",,21-May-98,Male,,Skull
Rattus,leucopus,JM12498,"Loc 4, E of Jarra Ck, Land Command Battle School","17° 52' 27"" South",145° 50' East,,22-May-98,Male,,Skull
Rattus,leucopus,JM12499,"Loc 5, E of Airfield, Land Command Battle School","17° 53' 37"" South",145° 50' East,,23-May-98,Male,,Skull
Rattus,leucopus,JM12500,Herberton Ra,17° 19' South,145° 25' East,,15-May-82,Male,,Skull
Rattus,leucopus,JM12909,"Atherton, Boar Pocket Rd",17° 11' South,145° 39' East,,26-Jul-75,,,Spirit
Rattus,leucopus,JM13223,"Brown R Management Area, NW of Port Moresby",9° 27' South,147° 5' East,,30-Nov-83,Male,,Spirit
Rattus,leucopus,JM13517,"McIlwraith Ra, Upp Peach Ck","13° 44' 10"" South","143° 20' 20"" East",,26-Sep-95,Male,,Spirit
Rattus,leucopus,JM13530,"McIlwraith Ra, Klondyke Mine","13° 57' 47"" South","143° 19' 53"" East",380m,12-Jul-95,,,Spirit
Rattus,leucopus,JM13909,"Rifle Ck, Mt Molloy",16° 37' South,145° 22' East,,3-Dec-99,Female,,"Spirit, Skull"
Rattus,lutreolus,J3464,Ooldea,30° 27' South,131° 50' East,,,,,Skeletal parts
Rattus,lutreolus,J3583,Lamington NP,28° 12' South,153° 10' East,,,,,"Skull, Skin"
Rattus,lutreolus,J3770,Guy Fawkes,30° 26' South,152° 20' East,,,Female,,"Skull, Skin"
Rattus,lutreolus,J3771,Guy Fawkes,30° 26' South,152° 20' East,,,Female,,"Skull, Skin"
Rattus,lutreolus,J4813,"Tamborine Mt, Eagle Heights",27° 55' South,153° 12' East,,,Female,,"Skull, Skin"
Rattus,lutreolus,J6169,Upper Nerang,27° 56' South,153° 25' East,,,,,"Skull, Skin"
Rattus,lutreolus,J6281,Maleny,26° 46' South,152° 51' East,,,,,"Spirit, Skull"
Rattus,lutreolus,J6282,Maleny,26° 46' South,152° 51' East,,,,,"Spirit, Skull"
Rattus,lutreolus,J7415,"Binna Burra, Macpherson Ra",28° 12' South,153° 11' East,,,Male,,"Skull, Skin"
Rattus,lutreolus,J8922,Gallangawan,26° 26' South,152° 20' East,,,Female,,"Skull, Skin"
Rattus,lutreolus,J8923,Gallangowan,26° 26' South,152° 20' East,,,Female,,"Skull, Skin"
Rattus,lutreolus,J9021,Gallangowan,26° 26' South,152° 20' East,,,Female,,"Skull, Skin"
Rattus,lutreolus,J9022,Gallangowan,26° 26' South,152° 20' East,,,Female,,"Skull, Skin"
Rattus,lutreolus,J10945,"Brisbane, Bunyaville",27° 24' South,152° 58' East,,,Male,,"Skull, Skin"
Rattus,lutreolus,J10984,"Brisbane, Bunyaville",27° 24' South,152° 58' East,,,Male,,"Skull, Skin"
Rattus,lutreolus,J10987,"Brisbane, Bunyaville",27° 24' South,152° 58' East,,,Male,,"Skull, Skin"
Rattus,lutreolus,J12633,West Burleigh,28° 6' South,153° 26' East,,14-May-64,,,Skull
Rattus,lutreolus,J12634,West Burleigh,28° 6' South,153° 26' East,,14-May-64,,,Skull
Rattus,lutreolus,J13529,Burleigh Heads,28° 5' South,153° 27' East,,5-Oct-65,,,Skull
Rattus,lutreolus,J14428,"Seal Bay, King Is",40° 7' South,143° 58' East,,01 Jan 1908-31 Dec 1908,,,Skull
Rattus,lutreolus,J14429,King Is,39° 50' South,144° East,,1908,,,Skull
Rattus,lutreolus,J16534,Mt Glorious,27° 20' South,152° 46' East,,8-Feb-69,Male,,"Skull, Skin"
Rattus,lutreolus,J16771,"Yabba Ck area, Imbil SF, Kenilworth",26° 29' South,152° 37' East,,22-Aug-68,Female,,"Skull, Skin"
Rattus,lutreolus,J16807,"Brisbane, Upper Brookfield",27° 29' South,152° 52' East,,2-Aug-67,Male,,"Skull, Skin"
Rattus,lutreolus,J16918,Imbil SF,26° 28' South,152° 41' East,,12-Jun-69,Female,,"Skull, Skin"
Rattus,lutreolus,J17588,"Paluma Dam, Mt Spec, via Townsville",18° 57' South,146° 9' East,,4-Aug-69,Female,,"Skull, Skin"
Rattus,lutreolus,J19752,Gallangowan,26° 26' South,152° 20' East,,Mar-55,,,Spirit
Rattus,lutreolus,J19753,Gallangowan,26° 26' South,152° 20' East,,Mar-55,,,Spirit
Rattus,lutreolus,J19754,Gallangowan,26° 26' South,152° 20' East,,Mar-55,,,Spirit
Rattus,lutreolus,J19755,Gallangowan,26° 26' South,152° 20' East,,Mar-55,,,Spirit
Rattus,lutreolus,J19756,Gallangowan,26° 26' South,152° 20' East,,Mar-55,,,Spirit
Rattus,lutreolus,J19757,Gallangowan,26° 26' South,152° 20' East,,Mar-55,,,Spirit
Rattus,lutreolus,J19758,Gallangowan,26° 26' South,152° 20' East,,Mar-55,,,Spirit
Rattus,lutreolus,J19759,Gallangowan,26° 26' South,152° 20' East,,Mar-55,,,Spirit
Rattus,lutreolus,J19760,Gallangowan,26° 26' South,152° 20' East,,Mar-55,,,Spirit
Rattus,lutreolus,J19761,Gallangowan,26° 26' South,152° 20' East,,1-Aug-55,,,Spirit
Rattus,lutreolus,J19762,Gallangowan,26° 26' South,152° 20' East,,1-Aug-55,,,Spirit
Rattus,lutreolus,J19763,Gallangowan,26° 26' South,152° 20' East,,1-Aug-55,,,Spirit
Rattus,lutreolus,J19764,Gallangowan,26° 26' South,152° 20' East,,1-Aug-55,,,Spirit
Rattus,lutreolus,J19765,Gallangowan,26° 26' South,152° 20' East,,1-Aug-55,,,Spirit
Rattus,lutreolus,J19766,Gallangowan,26° 26' South,152° 20' East,,1-Aug-55,,,Spirit
Rattus,lutreolus,J19767,Gallangowan,26° 26' South,152° 20' East,,1-Aug-55,,,Spirit
Rattus,lutreolus,J19768,Gallangowan,26° 26' South,152° 20' East,,1-Aug-55,,,Spirit
Rattus,lutreolus,J19769,Gallangowan,26° 26' South,152° 20' East,,1-Aug-55,,,Spirit
Rattus,lutreolus,J20049,Mackay,21° 9' South,149° 11' East,,20-Dec-55,,,Spirit
Rattus,lutreolus,J20050,Mackay,21° 9' South,149° 11' East,,20-Dec-55,,,Spirit
Rattus,lutreolus,J20051,Mackay,21° 9' South,149° 11' East,,20-Dec-55,,,Spirit
Rattus,lutreolus,J20052,Mackay,21° 9' South,149° 11' East,,20-Dec-55,,,Spirit
Rattus,lutreolus,J20053,Mackay,21° 9' South,149° 11' East,,20-Dec-55,,,Spirit
Rattus,lutreolus,J20054,Mackay,21° 9' South,149° 11' East,,20-Dec-55,,,Spirit
Rattus,lutreolus,J20055,Mackay,21° 9' South,149° 11' East,,20-Dec-55,,,Spirit
Rattus,lutreolus,J20056,Mackay,21° 9' South,149° 11' East,,20-Dec-55,,,Spirit
Rattus,lutreolus,J20057,Mackay,21° 9' South,149° 11' East,,20-Dec-55,,,Spirit
Rattus,lutreolus,J20058,Mackay,21° 9' South,149° 11' East,,20-Dec-55,,,Spirit
Rattus,lutreolus,J20121,Mackay,21° 9' South,149° 11' East,,20-Dec-55,,,Spirit
Rattus,lutreolus,J20122,Mackay,21° 9' South,149° 11' East,,20-Dec-55,,,Spirit
Rattus,lutreolus,J20339,"Brisbane, Moggill, QU Parisitology Farm",27° 32' South,152° 53' East,,10-Aug-70,,,"Skull, Skin"
Rattus,lutreolus,J20340,Mt Nebo,27° 23' South,152° 47' East,,Aug-70,Male,,"Skull, Skin"
Rattus,lutreolus,J20341,Mt Nebo,27° 23' South,152° 47' East,,Aug-70,Female,,"Skull, Skin"
Rattus,lutreolus,J20342,Mt Nebo,27° 23' South,152° 47' East,,Aug-70,Female,,"Skull, Skin"
Rattus,lutreolus,J20343,Mt Nebo,27° 23' South,152° 47' East,,Aug-70,Female,,"Skull, Skin"
Rattus,lutreolus,J21267,"Brisbane, Moggill, QU farm",27° 32' South,152° 53' East,,14-Aug-70,Female,,"Skull, Skin"
Rattus,lutreolus,J21268,"Brisbane, Moggill, QU farm",27° 32' South,152° 53' East,,14-Aug-70,Female,,"Skull, Skin"
Rattus,lutreolus,J21269,"Brisbane, Moggill, QU farm",27° 32' South,152° 53' East,,14-Aug-70,Female,,"Skull, Skin"
Rattus,lutreolus,J21282,"Brisbane, Moggill, QU farm",27° 32' South,152° 53' East,,14-Aug-70,Female,,"Skull, Skin"
Rattus,lutreolus,J21342,"Farm Ck, Mt Colliery",28° 17' South,152° 9' East,,5-Jul-71,Male,,Spirit
Rattus,lutreolus,J21838,"Brisbane, Moggill",27° 34' South,152° 53' East,,,Female,,Spirit
Rattus,lutreolus,J21841,"Nth Stradbroke Is, 8Km from Dunwich","27° 27' 13"" South","153° 26' 40"" East",,21-Jan-71,Female,,Spirit
Rattus,lutreolus,J21850,,,,,,Male,,Spirit
Rattus,lutreolus,J21858,,,,,,Female,,Spirit
Rattus,lutreolus,J21862,"Brisbane, Moggill, QU farm",27° 32' South,152° 53' East,,8-Dec-70,Female,,Spirit
Rattus,lutreolus,J21863,"Brisbane, Moggill, QU farm",27° 32' South,152° 53' East,,8-Dec-70,Female,,Spirit
Rattus,lutreolus,J21866,,,,,,Male,,Spirit
Rattus,lutreolus,J21874,,,,,,Female,,Spirit
Rattus,lutreolus,J21877,Mt Nebo,27° 24' South,152° 47' East,,3-Jun-71,Male,,Spirit
Rattus,lutreolus,J21880,Mt Nebo,27° 24' South,152° 47' East,,3-Jun-71,Female,,Spirit
Rattus,lutreolus,J22089,"Dunwich, c.8km from,on Dunwich to Pt Lookout Rd",27° 28' South,153° 26' East,,21-Jan-71,Male,,"Skull, Skin"
Rattus,lutreolus,J22101,"Brisbane, Brookfield, Gold Ck Rd",27° 30' South,152° 55' East,,Jun 1972-Dec 1972,Female,,"Skull, Skin"
Rattus,lutreolus,J22135,Mt Nebo,27° 24' South,152° 47' East,,Oct-70,,,Skull
Rattus,lutreolus,J22165,"Dunwich, 3.2km S, Nth Stradbroke Is, swamp",27° 32' South,153° 24' East,,18-Jan-72,Female,,"Spirit, Skull"
Rattus,lutreolus,J22544,"Brisbane, Brookfield, Gold Ck Rd",27° 30' South,152° 55' East,,,Female,,"Skull, Skin"
Rattus,lutreolus,J22545,"Farm Ck, Mt Colliery",28° 17' South,152° 9' East,,,Female,,"Skull, Skin"
Rattus,lutreolus,J22549,"Brisbane, Brookfield, Gold Ck Rd",27° 30' South,152° 55' East,,7-Feb-72,,,"Skull, Skin"
Rattus,lutreolus,J22554,"Brisbane, Brookfield, Gold Ck Rd",27° 30' South,152° 55' East,,21-Mar-72,Male,,"Skull, Skin"
Rattus,lutreolus,J22555,Fraser Is,25° 28' South,153° 3' East,,,Female,,"Skull, Skin"
Rattus,lutreolus,J22558,Fraser Is,25° 28' South,153° 3' East,,,Female,,"Skull, Skin"
Rattus,lutreolus,J22595,"Brisbane, Brookfield, Gold Ck Rd",27° 30' South,152° 55' East,,20-Jul-72,Female,,"Skull, Skin"
Rattus,lutreolus,J22598,"Brisbane, Gold Ck, Brookfield",27° 28' South,152° 53' East,,,,,"Skull, Skin"
Rattus,lutreolus,J22599,Fraser Is,25° 28' South,153° 3' East,,,,,"Skull, Skin"
Rattus,lutreolus,J22600,"Dunwich, 8km along road to Pt Lookout","27° 26' 10"" South","153° 30' 12"" East",,01 Oct 1972-31 Oct 1972,,,"Skull, Skin"
Rattus,lutreolus,J22601,"Dunwich, 8km along road to Pt Lookout","27° 26' 10"" South","153° 30' 12"" East",,7-Oct-72,,,"Skull, Skin"
Rattus,lutreolus,J22602,"Dunwich, 8km along road to Pt Lookout","27° 26' 10"" South","153° 30' 12"" East",,Jul-72,Female,,"Skull, Skin"
Rattus,lutreolus,J22605,Fraser Is,25° 28' South,153° 3' East,,,Female,,"Skull, Skin"
Rattus,lutreolus,J22819,Nth Stradbroke Is,27° 36' South,153° 27' East,,8-Oct-72,Male,,"Skull, Skin"
Rattus,lutreolus,J22867,Fraser Is,25° 28' South,153° 3' East,,,Female,,"Skull, Skin"
Rattus,lutreolus,J22885,"Brisbane, Pullenvale",27° 32' South,152° 53' East,,2-Dec-72,Male,,Skull
Rattus,lutreolus,J22904,"Brisbane, Moggill, Parasitology Farm",27° 34' South,152° 53' East,,01 Nov 1971-30 Nov 1971,Female,,Skeletal parts
Rattus,lutreolus,J23742,"Brisbane, 463 Gold Creek Rd, Brookfield",27° 30' South,152° 55' East,,,,,Spirit
Rattus,lutreolus,JM241,"Brisbane, 17 Mile Rocks",27° 8' South,153° 1' East,,May-66,Female,,Spirit
Rattus,lutreolus,JM247,Cunninghams Gap E,28° 3' South,152° 24' East,,10-Mar-70,Male,,Spirit
Rattus,lutreolus,JM250,Cunninghams Gap E,28° 3' South,152° 24' East,,12-Mar-73,Female,,Spirit
Rattus,lutreolus,JM381,Nth Stradbroke Is,27° 36' South,153° 27' East,,,Female,,Spirit
Rattus,lutreolus,JM385,"Nth Stradbroke Is, Eighteen Mile Swamp",27° 37' South,153° 28' East,,27-Apr-72,Female,,Spirit
Rattus,lutreolus,JM400,Kimbala,26° 31' South,152° 28' East,,23-Sep-73,Female,,Spirit
Rattus,lutreolus,JM1250,Gallangowan SF,26° 26' South,152° 20' East,,22-Oct-74,Male,,"Spirit, Skull"
Rattus,lutreolus,JM1251,"Kambala, Brisbane Valley",27° 28' South,152° 39' East,,25-Oct-74,Female,,Spirit
Rattus,lutreolus,JM1261,"Kambala, Brisbane Valley",27° 28' South,152° 39' East,,25-Oct-74,,,Spirit
Rattus,lutreolus,JM1320,Caloundra,26° 48' South,153° 8' East,,12-Feb-74,Female,,Spirit
Rattus,lutreolus,JM1324,Caloundra,26° 48' South,153° 8' East,,14-Feb-74,Male,,Spirit
Rattus,lutreolus,JM1326,Caloundra,26° 48' South,153° 8' East,,12-Feb-74,Female,,Spirit
Rattus,lutreolus,JM1395,Gallangowan SF,26° 26' South,152° 20' East,,Oct-74,Female,,Spirit
Rattus,lutreolus,JM1396,"Imbil SF, Yabba Ck",26° 31' South,152° 35' East,,,Female,,Spirit
Rattus,lutreolus,JM1397,"Broken R, Eungella NP","21° 10' 30"" South","148° 30' 30"" East",,12-Jan-76,Female,,Spirit
Rattus,lutreolus,JM1398,"Broken R, Eungella NP","21° 10' 30"" South","148° 30' 30"" East",,12-Jan-76,Male,,Spirit
Rattus,lutreolus,JM1590,"Teviot Brook, Head Rd, nr Killarney",27° 51' South,152° 57' East,,4-Sep-73,,,Spirit
Rattus,lutreolus,JM1591,"Teviot Brook, Head Rd, nr Killarney",27° 51' South,152° 57' East,,01 Sep 1973-31 Dec 1973,,,Spirit
Rattus,lutreolus,JM1592,"Teviot Brook, Head Rd, nr Killarney",27° 51' South,152° 57' East,,5-Sep-73,,,Spirit
Rattus,lutreolus,JM1619,Numinbah SF,28° 7' South,153° 15' East,,22-Mar-74,,,Spirit
Rattus,lutreolus,JM2235,"Eungella NP, nr Broken R","21° 10' 30"" South","148° 30' 30"" East",,12-Jan-76,Male,,Spirit
Rattus,lutreolus,JM2609,"Kauri Ck, inlet",25° 49' South,152° 57' East,,14-Dec-78,Female,,Spirit
