Name,Hyd_chr2,Leg_for2,Pse_gra2,Zyz_arg,Xer_myo,Uro_cau,Rat_rat,Rat_fus,Pog_mol,Not_ale,Mus_mus,Mes_gou,Mel_bur,Mas_fus,Lep_con,Leg_for,Pse_her,Pse_gra,Pse_del,Hyd_chr
Z Int parietal & occipital,-11.92900314,-29.21324158,-24.10659332,-38.98496704,-21.91388092,-8.370339203,-16.78178406,-20.47280884,-32.91615295,-27.61325378,-26.0995636,-56.26726074,-12.15754929,-17.78728943,-19.23141327,-29.11774597,-24.458638,-24.458638,-12.41194687,-11.63839798
X Frontals PAT 8,8.383485413,-4.431260681,1.923906898,-4.871888733,7.750205994,6.0221035,2.664825249,-7.226231384,3.455596542,-7.501768494,-4.955337906,-11.25198822,6.51635437,-20.55021515,12.21569443,-4.812631607,1.836755943,1.836755943,0.700362968,8.258460236
Y Frontals PAT 8,-20.91167603,-16.58495026,-19.01806488,-10.01051941,-17.55125427,-38.22775879,-14.55206451,-16.81062012,-11.84578018,-9.726211548,-6.319862747,-15.45525513,-17.30530396,-8.810054779,-19.07909088,-16.75708008,-18.7860733,-18.7860733,-21.66684418,-20.29026031
Z Frontals PAT 8,-23.10144653,-29.63105774,-32.41487427,-40.64402466,-25.03084259,-23.80157166,-25.72415161,-24.30336456,-34.31495972,-34.54753723,-29.97249756,-44.72462158,-19.25061493,-20.4044281,-29.66155701,-29.64198608,-32.51251831,-32.51251831,-17.9854538,-23.42475281
X Frontals PAT 7,5.925130463,-4.666149139,-0.806755161,-4.434549713,6.705476379,2.590185356,-0.503759384,-7.837614441,3.262277603,-7.521131897,-6.792765808,-7.283691406,3.758532715,-18.27286987,9.327603149,-5.985345459,-0.977355576,-0.977355576,-1.10563612,6.119460678
Y Frontals PAT 7,-21.89207001,-15.33192444,-20.49410248,-12.44482269,-17.09893494,-37.91051941,-15.49659424,-13.90381927,-14.40202179,-6.151228333,-6.974310303,-16.4683197,-18.81848907,-10.45277481,-19.07255249,-15.64543915,-20.05664825,-20.05664825,-22.26487122,-20.7749527
Z Frontals PAT 7,-23.94293365,-31.62327576,-32.16228333,-38.96137695,-26.50499878,-20.16334991,-25.8430603,-26.03356323,-33.34113464,-34.08441467,-30.13085632,-46.54448853,-18.88238373,-20.05185852,-30.82342224,-31.67710266,-32.36243896,-32.36243896,-16.90539551,-24.45497284
X Frontals PAT 6,7.414886475,-4.591986465,0.623642111,-4.574290085,7.197208405,4.430709839,1.088136482,-7.647181702,3.504485321,-7.716743469,-5.832423019,-9.331016541,5.19860878,-19.42563019,10.74241791,-5.468138885,0.486114502,0.486114502,-0.181426167,7.347799683
Y Frontals PAT 6,-21.6444458,-16.07835083,-19.90818787,-11.35691605,-17.43929138,-38.25183105,-15.25391388,-15.39557037,-13.13181152,-7.91725235,-6.730336761,-15.80928192,-18.23079681,-9.58963623,-19.14807129,-16.37483521,-19.59786377,-19.59786377,-22.15803986,-20.80588684
Z Frontals PAT 6,-23.61829071,-30.71726685,-32.40810242,-39.890802,-25.7533783,-21.82484589,-25.88847351,-25.3425293,-33.86061401,-34.49847717,-30.08653564,-45.66057739,-19.17978516,-20.13143311,-30.18000488,-30.76391602,-32.56191101,-32.56191101,-17.4824234,-23.90669708
X Frontals PAT 5,5.788188934,-3.291534042,-0.944642258,-6.302785492,7.617578125,1.081309223,-0.416900635,-5.322694397,1.647072983,-6.039982986,-6.755185699,-6.132604218,3.921825027,-17.25919952,9.924993134,-4.164548492,-1.220283222,-1.220283222,-1.124256325,5.867591858
Y Frontals PAT 5,-19.09515228,-15.14448242,-18.62193909,-11.94251404,-16.07311859,-36.69479675,-13.62879486,-14.31717682,-13.7944809,-7.283028412,-6.096930695,-18.06915741,-17.13131256,-9.006404114,-17.48627777,-15.46732635,-18.25032349,-18.25032349,-21.38188629,-18.51501007
Z Frontals PAT 5,-25.48775177,-31.11153259,-33.0719574,-38.92416992,-26.73828125,-24.12711945,-26.83820801,-25.94700012,-32.88062134,-34.98008118,-30.3507019,-44.24738464,-20.01723328,-21.01522522,-31.69677124,-31.21774902,-33.18006897,-33.18006897,-17.77403259,-25.74556885
X Frontals PAT 4,3.084937859,0.272845912,-4.244816208,-10.73069,9.298503876,-6.328716278,-2.353846741,0.530246973,-3.516548538,-1.055311203,-8.041098785,0.352971315,1.350442886,-12.17779922,8.951603699,-0.012575968,-5.10389061,-5.10389061,-2.793327332,3.503620148
Y Frontals PAT 4,-12.67917557,-12.63107147,-14.34108276,-12.53822861,-12.15627975,-32.1622345,-9.094416809,-12.37099228,-13.89772339,-7.291889191,-4.228552246,-23.38720245,-13.1402771,-7.218339539,-12.51135864,-12.87961884,-14.02700195,-14.02700195,-18.90857391,-12.97104797
Z Frontals PAT 4,-31.02367859,-31.5357666,-34.66540222,-36.35487366,-28.48507385,-32.84976807,-29.26598511,-26.26257019,-30.38686523,-35.10991821,-30.79282837,-37.30689697,-21.75289154,-24.84669342,-34.66201172,-31.4258606,-34.79569397,-34.79569397,-18.67805023,-30.3660675
X Frontals PAT 3,6.982030487,-3.07033844,0.19212116,-6.543503571,8.154291534,2.988094521,0.987102604,-5.078791809,1.674580193,-5.829846954,-5.975250626,-8.122601318,5.128452301,-18.15762024,11.26277313,-3.589060974,-0.124599481,-0.124599481,-0.305615139,6.934162903
Y Frontals PAT 3,-18.60310364,-15.54742584,-17.80413971,-10.74577026,-16.15755768,-36.64519653,-12.9725296,-15.50846558,-12.42571564,-8.876408386,-5.664675903,-17.52936707,-16.33830109,-8.333297729,-17.2619339,-15.87374725,-17.50890961,-17.50890961,-20.98291931,-18.22613525
Z Frontals PAT 3,-25.03440247,-30.23661499,-33.16440125,-39.48431702,-26.03839722,-25.83509521,-26.76197815,-24.92911987,-33.19378662,-34.97735596,-30.24558716,-42.82230225,-20.09306488,-21.32511139,-31.12857666,-30.28415222,-33.28163452,-33.28163452,-18.22727356,-25.24617004
X Frontals PAT 2,5.39571228,-2.10466156,-1.388084793,-7.783820343,8.385690308,-0.261189938,-0.439925528,-3.288037491,0.135878003,-4.526059723,-6.832330322,-5.152613831,3.790263367,-16.16639252,10.27365036,-2.691479492,-1.845395851,-1.845395851,-1.237750912,5.553763199
Y Frontals PAT 2,-16.78378143,-14.59825134,-16.92906342,-11.5928566,-15.01279449,-35.32770996,-11.98738022,-14.28585205,-13.17593842,-8.06177597,-5.3129879,-19.44500732,-15.62192688,-8.045980072,-15.98973694,-14.99414215,-16.60780334,-16.60780334,-20.48854218,-16.61987762
Z Frontals PAT 2,-26.97948303,-30.78660889,-33.57811584,-38.44252014,-26.9405426,-27.4444397,-27.64404297,-25.72602234,-32.18989868,-35.11034241,-30.46403809,-41.68773804,-20.67336426,-22.26173859,-32.32988281,-30.80784607,-33.72903748,-33.72903748,-18.29782562,-26.92196045
X Frontals PAT 1,4.141832352,-0.924853134,-2.667864227,-9.223921204,8.824638367,-3.124949074,-1.255157471,-1.328101921,-1.55641222,-2.903094673,-7.42061615,-2.682238007,2.688856316,-14.26581421,9.661326599,-1.416170216,-3.250217819,-3.250217819,-1.969734192,4.471206284
Y Frontals PAT 1,-14.76831665,-13.66740265,-15.7161911,-12.06478729,-13.71738892,-33.94760437,-10.66918564,-13.43982086,-13.58587341,-7.787620544,-4.758268356,-21.27013702,-14.43979797,-7.510617065,-14.4246933,-14.04327393,-15.4126709,-15.4126709,-19.75167084,-14.83452911
Z Frontals PAT 1,-28.90704346,-31.11051331,-34.23578186,-37.50291748,-27.64153748,-30.04058533,-28.64377136,-26.12252808,-31.33135071,-35.14753418,-30.65716553,-39.80347595,-21.2795578,-23.47348785,-33.42105103,-31.0046875,-34.39884644,-34.39884644,-18.55016632,-28.58959656
"X Frontal, squamosal, parietal intersect L",11.13896027,-2.008796692,4.002813721,-7.554817963,9.484790802,14.71819,5.42621727,-3.200502396,1.6402668,-3.474111557,-3.621047592,-15.50305481,10.27226639,-21.02331543,16.70803528,-1.896196365,3.289253616,3.289253616,2.883690262,11.19126587
"Y Frontal, squamosal, parietal intersect L",-17.27315369,-15.82706299,-13.13960419,-3.962052536,-16.53052826,-36.22904053,-8.398271179,-19.71221466,-7.19143219,-14.35264587,-2.777945709,-15.20310211,-11.79244843,-4.693164825,-15.31328583,-15.560849,-13.18748016,-13.18748016,-17.72279968,-18.38269958
"Z Frontal, squamosal, parietal intersect L",-20.72154236,-25.79796143,-31.29901123,-40.04611206,-22.94359741,-30.8713501,-24.68457489,-19.10108032,-34.58054199,-32.38434753,-28.98405151,-37.54654236,-17.7811264,-23.5491684,-28.78252258,-25.60932312,-31.74852295,-31.74852295,-18.55929413,-21.19678345
"X Frontal, squamosal, parietal intersect",6.132565689,-5.738463974,-0.883947849,-3.098283386,5.955490875,3.917893219,-1.127796364,-9.792588043,4.532019043,-8.519689178,-6.889138794,-8.043804169,3.612639236,-19.03375397,8.671045685,-7.450694275,-1.048308659,-1.048308659,-1.197150803,6.438495636
"Y Frontal, squamosal, parietal intersect",-23.98730469,-15.18040314,-22.03714142,-12.90278778,-17.7716095,-39.03269043,-17.0386795,-13.26438904,-14.87641449,-5.269128036,-7.630421448,-15.4206604,-20.03657684,-11.5455246,-20.1503006,-15.58386078,-21.48376923,-21.48376923,-22.75234528,-22.39625854
"Z Frontal, squamosal, parietal intersect",-22.7964035,-31.95813599,-31.40992432,-38.47485046,-26.25438843,-17.15364685,-25.34285583,-26.13868408,-33.5051178,-33.08141174,-29.89080811,-48.12330627,-17.81331177,-19.43273926,-30.13891296,-31.91815186,-31.73985291,-31.73985291,-16.09820862,-23.64137726
"X Frontal, premax &nasal sutures L",3.627127838,1.987913895,-5.277397156,-12.75229492,10.66132736,-7.600378418,-2.699332428,3.094532585,-5.639847946,1.772484779,-8.307497406,1.787000656,0.653692436,-10.20027084,9.609104919,1.965566635,-6.39133873,-6.39133873,-3.205391312,3.640373993
"Y Frontal, premax &nasal sutures L",-8.925557709,-11.68772812,-11.87121429,-11.68855591,-10.11114807,-29.46439514,-6.209018326,-12.39919128,-13.3142395,-7.814677429,-3.096670723,-25.47383881,-10.62373276,-5.759331512,-9.487546539,-11.5763504,-11.58446121,-11.58446121,-17.57954102,-9.827541351
"Z Frontal, premax &nasal sutures L",-31.68855591,-30.91982422,-35.0673584,-35.46730957,-28.60662231,-37.63618469,-29.9733429,-25.7205719,-29.41918945,-35.32130737,-30.7067688,-31.71010742,-22.51126709,-26.92652283,-35.94732666,-31.17536926,-35.25018311,-35.25018311,-18.99035187,-31.30709229
"X Frontal, premax &nasal sutures",1.807147789,1.176070023,-6.397610092,-12.04992065,9.424935913,-10.05661545,-4.016160965,1.584108543,-5.330599976,0.468760109,-8.904159546,4.346935272,-0.304477096,-9.648200989,7.623649597,1.209329414,-7.405748749,-7.405748749,-3.698919296,2.558342934
"Y Frontal, premax &nasal sutures",-11.30511856,-11.59100113,-13.40223389,-13.50201721,-10.75158081,-30.0146637,-8.065785217,-11.33378601,-14.34169159,-6.239470673,-3.926492691,-25.21788788,-12.33238144,-7.306912994,-10.77861404,-11.59704437,-13.02634583,-13.02634583,-18.15479736,-11.51842651
"Z Frontal, premax &nasal sutures",-32.97182922,-32.29173279,-35.12876892,-35.04747314,-29.69544983,-34.49136353,-30.15420227,-27.04598083,-29.19710999,-35.43103943,-30.86745911,-35.66924133,-22.32496033,-26.11802673,-36.15515747,-32.23898315,-35.33278198,-35.33278198,-18.70533905,-32.21951904
X Frontal PAT L 8,10.15149384,-2.074167061,3.222123337,-7.573933411,9.424727631,11.71700897,4.535169601,-3.437021255,1.326111412,-3.962070465,-4.018061829,-13.8798584,9.284025574,-20.27353821,15.56515961,-1.991466713,2.65083313,2.65083313,2.283917236,10.04359741
Y Frontal PAT L 8,-17.25419617,-15.92745972,-14.09207306,-5.536795425,-16.31395264,-36.2232605,-9.40229187,-18.94963837,-8.25734787,-13.52345123,-3.404191208,-15.8358551,-12.72245407,-5.4072052,-15.6987915,-15.85162048,-14.06972046,-14.06972046,-18.41437531,-17.90849762
Z Frontal PAT L 8,-21.95513153,-26.76911011,-31.98614197,-40.28777466,-23.6183136,-30.5449707,-25.13383942,-20.48806763,-34.30523987,-33.5341095,-29.4071991,-38.09757385,-18.8398407,-23.0448822,-29.50999451,-26.61983032,-32.27636108,-32.27636108,-18.82008209,-22.16305389
X Frontal PAT L 7,6.958220673,-1.204415226,0.092977244,-8.998482513,9.50464325,3.740481567,1.591732502,-1.818768311,-0.693413496,-3.121273041,-5.793592072,-8.360688019,5.794747543,-16.86763153,12.9232193,-1.380122566,-0.489073467,-0.489073467,0.048771933,6.963530731
Y Frontal PAT L 7,-14.94451752,-14.75201111,-14.54190826,-8.973631287,-14.58835602,-34.61720581,-9.296001434,-16.2594635,-10.74605408,-10.75587234,-3.884144211,-19.23738403,-13.3993103,-6.320293808,-14.39979858,-14.90551147,-14.36532135,-14.36532135,-19.01297607,-15.16045837
Z Frontal PAT L 7,-26.03952637,-29.08157959,-33.43298035,-39.06430054,-25.73298035,-32.02173767,-27.31361389,-23.42679901,-32.67507935,-34.8026001,-30.21780396,-37.48968811,-20.71683807,-23.34803162,-31.92932129,-28.9881012,-33.62232361,-33.62232361,-19.00191803,-26.02223206
X Frontal PAT L 6,8.234767914,-2.244079018,1.604848289,-7.598526001,9.083628845,6.336154175,2.81608448,-3.66710434,0.953283119,-4.580437088,-5.017144394,-10.61996384,7.059156036,-18.87910767,13.43888092,-2.340241814,1.152593899,1.152593899,0.91650486,8.122922516
Y Frontal PAT L 6,-17.21070099,-15.70503082,-15.60645905,-8.375801086,-15.86561432,-35.95520325,-10.765905,-17.37676392,-10.33552475,-11.38720627,-4.43393364,-17.25761261,-14.29750061,-6.766423798,-16.08315277,-15.81245422,-15.45745697,-15.45745697,-19.64533539,-17.30096436
Z Frontal PAT L 6,-24.25302429,-28.58719482,-33.048526,-40.05771179,-24.9912735,-29.58885803,-26.42355957,-22.97177582,-33.65771484,-34.64519043,-29.99552307,-39.73892212,-20.09594727,-22.39758301,-30.6835083,-28.49437866,-33.19256592,-33.19256592,-18.86385803,-24.39614105
X Frontal PAT L 5,10.1027565,-2.702097321,3.34919281,-6.862498474,9.090576935,10.46593857,4.597888184,-4.482200241,2.058815384,-5.068030548,-3.955878067,-13.62590027,8.954107666,-20.75176239,14.95306854,-2.624790573,2.942306519,2.942306519,2.146811867,9.997356415
Y Frontal PAT L 5,-18.25814667,-16.3941803,-15.35171356,-6.497615051,-16.78535004,-37.03607178,-10.77465973,-18.89423523,-9.009481812,-12.92216797,-4.203042984,-15.55139618,-13.94997253,-6.193457031,-16.82125092,-16.36218872,-15.31125031,-15.31125031,-19.35226135,-18.51438904
Z Frontal PAT L 5,-22.19916229,-27.29460144,-32.23085327,-40.85485535,-23.76766663,-28.93760376,-25.31929626,-21.3917572,-34.46383362,-33.97166748,-29.60012512,-40.06500549,-19.13273163,-22.26680908,-29.3715332,-27.16804199,-32.42548523,-32.42548523,-18.786203,-22.36564484
X Frontal PAT L 4,5.717213821,-0.211965108,-1.522179985,-10.26074829,9.818282318,0.168625009,0.352701664,-0.20895288,-2.287599373,-1.78777771,-6.620826721,-5.521780396,4.217177582,-14.66021729,11.94886703,-0.477974081,-2.208139801,-2.208139801,-0.999471664,5.798161697
Y Frontal PAT L 4,-12.70565338,-13.80097504,-13.84736633,-9.891971588,-13.2558548,-33.22371826,-8.440545654,-15.09821472,-11.51188889,-9.834723663,-3.59626503,-21.29862976,-12.75254211,-6.093254471,-12.90594025,-13.99656677,-13.58390198,-13.58390198,-18.60267029,-12.97145386
Z Frontal PAT L 4,-27.99577026,-29.80793152,-34.08945618,-37.99812317,-26.64281616,-34.01271667,-28.31163025,-24.29923248,-31.78040161,-34.98483276,-30.44884033,-35.74543152,-21.34481812,-24.27005157,-33.21525879,-29.72572327,-34.32468872,-34.32468872,-19.089888,-27.83327332
X Frontal PAT L 3,8.712281799,-1.704738045,1.859201431,-8.207543182,9.525395966,8.136061859,3.246159363,-2.749495316,0.38671577,-3.676678848,-4.781807327,-11.50732498,7.806334686,-18.78702698,14.37440796,-1.721724892,1.373366833,1.373366833,1.321769333,8.570412445
Y Frontal PAT L 3,-16.32313232,-15.51956787,-14.33406677,-7.145648193,-15.57742767,-35.42185669,-9.311135101,-17.91384888,-9.399266052,-12.36922455,-3.637254715,-17.3570282,-13.07583923,-5.78853035,-15.20430908,-15.55363464,-14.28446808,-14.28446808,-18.74660492,-16.63818512
Z Frontal PAT L 3,-23.68796692,-27.80031433,-32.7681488,-39.91583862,-24.54642029,-31.59954224,-26.08013916,-21.87723846,-33.71050415,-34.28962708,-29.79075928,-37.81431274,-19.8461731,-22.97645874,-30.62324524,-27.69229431,-32.95569458,-32.95569458,-18.98916168,-23.86643524
X Frontal PAT L 2,4.634026718,0.982170486,-3.413959885,-11.583638,10.2205925,-3.941600418,-1.24163456,1.541743183,-4.087096024,-0.136015582,-7.503168488,-1.975600815,2.388972092,-12.39838791,10.85293732,0.719108772,-4.272898483,-4.272898483,-2.166267395,4.762062836
Y Frontal PAT L 2,-10.51098328,-12.70893631,-12.91735992,-10.86190491,-11.65872574,-31.53937683,-7.354522705,-13.69657745,-12.40766678,-8.7661026,-3.325452042,-23.64927979,-11.82286682,-5.807015991,-11.24680099,-12.85187836,-12.55572433,-12.55572433,-18.084935,-10.91203766
Z Frontal PAT L 2,-30.16321106,-30.48754883,-34.59446106,-36.69926758,-27.66921387,-36.12151489,-29.08950195,-24.97620392,-30.65128174,-35.06319885,-30.67380066,-33.71695251,-21.94723511,-25.49676208,-34.61672363,-30.51506042,-34.78673706,-34.78673706,-19.09737854,-29.83237305
X Frontal PAT L 1,9.837532806,-3.444384384,3.276625443,-6.05725174,8.687158966,9.139677429,4.397649384,-5.623194885,2.686742592,-6.139223099,-4.047869492,-13.32338715,8.374082947,-21.20013428,14.2539566,-3.396651459,3.036833191,3.036833191,1.902402496,9.590690613
Y Frontal PAT L 1,-19.14687805,-16.71738434,-16.69929199,-7.58589325,-17.18918457,-37.67770996,-12.26020432,-18.54154358,-9.785428619,-12.11405029,-5.042901993,-15.35261688,-15.18747559,-7.079712677,-17.88110352,-16.71151886,-16.61473083,-16.61473083,-20.24515381,-19.10167389
Z Frontal PAT L 1,-22.39026794,-27.92106934,-32.32737427,-41.12421265,-24.02375336,-27.38302612,-25.46661682,-22.30972595,-34.64859314,-34.17687988,-29.73048706,-41.97031555,-19.24621582,-21.57494354,-29.28296814,-27.82959595,-32.43973999,-32.43973999,-18.61369324,-22.59196014
X Frontal parietal DCUR L 4,11.20003967,-2.542531967,4.319337082,-6.973820496,9.276219177,13.60550079,5.994902802,-4.25342598,2.282528305,-4.529568481,-3.304875565,-15.86143188,10.37574387,-21.35296173,16.04547882,-2.31903286,3.827083206,3.827083206,3.218736649,11.12148438
Y Frontal parietal DCUR L 4,-18.058815,-16.35787354,-14.27366791,-4.718022156,-16.88596039,-36.96194458,-9.724700165,-19.642836,-7.581101227,-14.28794098,-3.447519302,-14.59222107,-12.889888,-5.370554733,-16.20006714,-16.13484497,-14.25583344,-14.25583344,-18.39244385,-18.83965149
Z Frontal parietal DCUR L 4,-21.06225891,-26.0426178,-31.42832642,-40.7033844,-23.05017548,-29.69810791,-24.11351624,-19.72255096,-34.78581238,-33.03421936,-29.09847412,-38.53293762,-18.06482697,-22.92989502,-28.88170471,-26.04016113,-31.74311523,-31.74311523,-18.58417969,-21.19031982
X Frontal parietal DCUR L 3,11.04405212,-3.153651237,4.635847092,-6.209839249,8.904888916,12.55432816,6.269419861,-5.18833847,2.968783951,-5.698070526,-3.061056137,-16.15588226,10.16394653,-21.86749115,15.5039566,-2.957685852,4.205891037,4.205891037,3.154562759,11.04154205
Y Frontal parietal DCUR L 3,-18.84613037,-16.86526184,-15.42220001,-5.496784973,-17.42622528,-37.71222839,-11.10689621,-19.65830231,-8.06448822,-13.78981018,-4.170344162,-14.08376617,-14.07397919,-6.070979691,-17.45282898,-16.72055511,-15.46356506,-15.46356506,-19.46195221,-19.21773071
Z Frontal parietal DCUR L 3,-21.30130768,-26.44484863,-31.59355469,-41.32340088,-23.09295044,-28.61733398,-24.38664703,-20.52128601,-35.06407471,-33.47564392,-29.21705627,-40.71700439,-18.37022095,-22.1173233,-28.62363281,-26.36327515,-31.80937805,-31.80937805,-18.63296661,-21.19819489
X Frontal parietal DCUR L 2,10.7861969,-3.828536987,4.797600174,-5.511135864,8.613643646,11.43108215,6.024284363,-6.299777222,3.676060104,-6.740960693,-3.00897274,-15.88166046,9.727964783,-22.34785614,15.06554718,-3.639371109,4.583575821,4.583575821,3.000230789,10.77349472
Y Frontal parietal DCUR L 2,-19.51562347,-17.24225006,-16.63098907,-6.389669418,-17.85566101,-38.3687439,-12.49640503,-19.50159912,-8.719468689,-13.28582611,-5.002336121,-14.01681213,-15.0587616,-6.774305725,-18.40139618,-17.13008423,-16.65775452,-16.65775452,-20.13524323,-19.95308685
Z Frontal parietal DCUR L 2,-21.37074585,-26.95308228,-31.66822815,-41.70239563,-23.1200882,-27.29005127,-24.53217468,-21.21477051,-35.27870483,-33.688974,-29.33160095,-42.25759583,-18.59987488,-21.44742279,-28.47537231,-26.88836365,-31.74755554,-31.74755554,-18.53774567,-21.23856964
X Frontal parietal DCUR L 1,10.38526382,-4.496863937,4.683917618,-4.736272812,8.308351135,10.56700821,5.655626678,-7.301980591,4.217227554,-7.617092896,-3.171159172,-15.40767975,9.043061829,-22.80384369,14.52151947,-4.345928955,4.589204407,4.589204407,2.652729607,10.55230713
Y Frontal parietal DCUR L 1,-20.62410889,-17.48698425,-17.83730927,-7.292662048,-18.17321014,-38.79562073,-13.67796936,-19.2113739,-9.420339203,-12.55868301,-5.710591125,-13.76923065,-15.98343353,-7.534628296,-19.30996552,-17.41275635,-17.80207367,-17.80207367,-20.92436371,-20.45075073
Z Frontal parietal DCUR L 1,-21.38542175,-27.52127686,-31.67287903,-41.86375122,-23.29298248,-25.78170776,-24.65439758,-21.91569977,-35.31510925,-33.87956848,-29.44269409,-43.63006592,-18.75180511,-20.80578308,-28.28217468,-27.45169983,-31.72731934,-31.72731934,-18.33537445,-21.28918457
X Frontal parietal DCUR 4,6.933071136,-5.973731995,0.187607396,-2.747824669,6.107131577,5.027267075,0.246548891,-9.637389374,4.78880043,-8.722306824,-6.449202728,-8.914312744,4.768028259,-19.64426422,9.772376251,-7.12297287,-0.027798468,-0.027798468,-0.502924776,6.99733963
Y Frontal parietal DCUR 4,-23.40936432,-15.80558319,-21.39330292,-12.48005905,-18.09201202,-39.17540283,-16.7046875,-14.39815216,-14.27332458,-6.446112823,-7.828168488,-14.94351654,-19.80487061,-11.28251114,-19.7515152,-16.41271362,-20.90044403,-20.90044403,-22.99776764,-22.03276215
Z Frontal parietal DCUR 4,-22.99632111,-31.52229919,-31.66138611,-39.13276978,-25.9484314,-18.5473175,-25.29254608,-25.62149048,-33.80518799,-33.77248535,-29.79577637,-47.9723877,-18.09392395,-19.42141418,-30.13505554,-31.32236633,-31.9712738,-31.9712738,-16.41336212,-23.63733368
X Frontal parietal DCUR 3,7.751392365,-5.978399277,1.255393505,-2.359208679,6.356238937,6.024279404,1.522962666,-9.538208008,5.008634186,-9.000807953,-5.149753571,-10.7828476,5.799553299,-21.00873566,10.94221954,-6.356361389,1.265818596,1.265818596,0.239250898,7.495527649
Y Frontal parietal DCUR 3,-22.95402222,-16.57322693,-20.88605042,-11.34224319,-18.52442322,-39.50344543,-16.42055054,-15.56350861,-13.17831573,-7.881237793,-7.848016357,-14.42276459,-19.29435272,-10.52049713,-19.82940063,-16.73756409,-20.71263123,-20.71263123,-22.89840546,-21.74859772
Z Frontal parietal DCUR 3,-22.89590759,-30.77422485,-31.89737244,-40.42555847,-25.3521225,-19.79473114,-25.35172424,-25.09685974,-34.3536377,-34.09490356,-29.71432495,-47.63520813,-18.41000061,-19.22993927,-29.63994751,-30.8034668,-31.98716431,-31.98716431,-16.92265015,-23.53384094
X Frontal parietal DCUR 2,8.175806427,-5.933005905,2.191353035,-2.647989082,6.716749573,7.007210541,2.663419342,-9.506936646,5.134466553,-8.926091003,-4.604874802,-12.43898315,6.647250366,-21.56915131,12.20419083,-5.927023315,2.35501461,2.35501461,0.898036194,8.388088989
Y Frontal parietal DCUR 2,-22.61672821,-17.08055115,-20.41775665,-10.35172501,-18.85467987,-39.55099487,-16.07103271,-16.60352173,-12.38317871,-9.08241806,-7.443772888,-14.10951843,-18.76593781,-9.875791931,-19.93439331,-17.04984131,-20.48248444,-20.48248444,-22.72577515,-21.2599472
Z Frontal parietal DCUR 2,-22.68897095,-30.02405701,-31.92104492,-41.17824402,-24.7116745,-20.90369568,-25.2170105,-24.43990784,-34.72879333,-34.20229492,-29.71988831,-47.08121338,-18.52336121,-19.38192902,-29.10429077,-30.06083374,-31.85583191,-31.85583191,-17.27702789,-23.04682465
X Frontal parietal DCUR 1,9.376431274,-5.557337189,3.190656281,-3.142111588,7.314138794,8.166370392,3.97638092,-9.01018219,4.926376724,-8.489476776,-4.018732834,-13.64375763,7.620730591,-22.43725128,13.2503891,-5.443917847,3.560707474,3.560707474,1.630760956,9.559562683
Y Frontal parietal DCUR 1,-21.6435791,-17.41112518,-19.71477051,-9.198246002,-18.75135498,-39.3891449,-15.6202179,-17.70351715,-11.36960449,-10.35846863,-6.912676239,-13.84814148,-17.9944397,-9.106834412,-20.10645447,-17.28592072,-19.91143188,-19.91143188,-22.27842255,-20.94316101
Z Frontal parietal DCUR 1,-21.89861145,-29.06078796,-31.86533203,-41.69274597,-24.14176788,-22.33827515,-24.87833252,-23.61235504,-35.01870728,-34.2567688,-29.65771484,-46.13557129,-18.56161194,-19.73124695,-28.41514893,-29.16201477,-31.65800476,-31.65800476,-17.67494202,-22.01497955
X DP pt of occipital,15.66986237,-11.31190948,12.14085541,6.277374649,4.304826736,28.44940491,11.1616066,-18.77572937,16.6062851,-14.48280487,1.893770218,-26.388797,14.2129303,-34.26062927,17.18673248,-11.2714241,12.03351746,12.03351746,7.431672668,15.73382721
Y DP pt of occipital,-31.95472412,-19.9921875,-24.30839691,-2.64659462,-23.87314453,-40.77658997,-21.24883881,-21.53207855,-5.636581421,-13.88418732,-9.812680054,-1.433191586,-21.31764832,-12.17330704,-28.47979126,-19.99432983,-24.36793671,-24.36793671,-24.26165161,-31.97705383
Z DP pt of occipital,-8.499537659,-24.47590485,-24.31178436,-43.91934509,-18.50677032,-9.872011566,-15.06568451,-15.78113403,-35.48622437,-28.44468689,-26.12964172,-51.73022461,-11.33259125,-18.21854858,-15.15954437,-24.55407715,-24.40147705,-24.40147705,-15.24767609,-8.39619751
X D pt of palatine,-2.817421532,-6.276318359,-3.125381279,-3.78365593,2.8527668,9.386487579,-2.376958275,-5.693420792,3.953509903,-2.744826317,-7.115763855,-3.751934433,2.130693626,-22.13316498,6.099403763,-6.286096191,-3.009905243,-3.009905243,0.122179306,-2.720412254
Y D pt of palatine,-13.74645691,-9.437677765,-15.18540649,-6.401428986,-11.14913025,-21.13261719,-9.732675934,-8.698419189,-9.307563019,-7.774797821,-5.048179626,-1.743856049,-12.29890366,-14.53744507,-9.84581604,-9.443125153,-15.06361542,-15.06361542,-17.41586456,-13.60638275
Z D pt of palatine,-15.57118378,-26.88049316,-22.49790039,-31.68616943,-21.67843018,-20.54835815,-17.16252899,-16.27824249,-24.41521454,-26.49771118,-24.01365814,-37.60415344,-11.86621475,-31.64370117,-21.55733948,-26.8913147,-22.51799622,-22.51799622,-12.94130859,-15.50461273
X D infraorbital foramen L,-0.714245176,3.974355316,-10.6961731,-16.51299896,10.68999176,-10.32228928,-6.718215179,8.459431458,-8.732228088,5.305469513,-11.63341064,10.24236679,-2.629227448,-4.318583298,7.081993103,4.1072155,-10.46765213,-10.46765213,-5.778748703,-0.689451456
